setName,cardNumber,cardName,rarity,pullRate,costPerPull,specificCardPullRate,isChase,isPromo,isPokemon,pokemonPopularity,priceOnRelease,ebaySoldVolumeFrom2026,ebay_listingCount,ebay_listingCount7d,ebay_listingCount30d,ebay_listingCount90d,ebay_medianPrice,ebay_meanPrice,ebay_minPrice,ebay_maxPrice,ebay_priceStdDev,ebay_priceP10,ebay_priceP25,ebay_priceP50,ebay_priceP75,ebay_priceP90,ebay_medianPrice7d,ebay_medianPrice30d,ebay_medianPrice90d,ebay_listingVelocity7d,ebay_listingVelocity30d,ebay_listingVelocity90d,ebay_recentListingRatio7d,ebay_recentListingRatio30d,ebay_recentListingRatio90d,ebay_medianListingAgeDays,ebay_meanListingAgeDays,ebay_marketIndex,ebay_marketStatus,ebay_mic_liquidityScore,ebay_mic_momentumScore,ebay_mic_stabilityScore,ebay_mic_freshnessScore
White Flare,088,Swadloon,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.491,6.9,4,198,22,69,131,12.0,12.3539,2.97,25.44,4.2874,7.149,9.0,12.0,14.99,17.759,12.0,12.24,12.88,3.1429,2.3,1.4556,0.1111,0.3485,0.6616,47.8407,117.826,45.86,Stable,42.93,43.17,65.3,34.85
White Flare,089,Leavanny,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.557,17.56,6,140,18,52,88,25.15,26.9709,0.99,57.99,15.6678,9.842,11.9875,25.15,41.5725,48.09,32.25,37.42,38.5,2.5714,1.7333,0.9778,0.1286,0.3714,0.6286,49.8355,141.1846,34.39,Cooling,28.18,33.77,41.91,37.14
White Flare,090,Cottonee,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.47,5.13,7,205,22,61,114,8.0,8.7411,3.0,18.0,3.4113,4.966,6.19,8.0,10.5,13.996,9.745,9.5,9.0,3.1429,2.0333,1.2667,0.1073,0.2976,0.5561,69.3715,145.795,46.82,Stable,37.29,58.28,60.97,29.76
White Flare,091,Deerling,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.489,11.06,10,164,20,64,103,20.995,21.3338,0.99,45.0,8.0541,11.227,14.5075,20.995,26.865,31.84,22.99,22.995,22.8,2.8571,2.1333,1.1444,0.122,0.3902,0.628,49.6839,137.5878,46.44,Stable,36.44,50.83,62.25,39.02
White Flare,092,Sawsbuck,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.493,15.11,6,146,15,57,91,24.99,27.3185,5.24,56.98,15.1772,9.885,12.9825,24.99,40.0,49.99,38.44,38.0,37.0,2.1429,1.9,1.0111,0.1027,0.3904,0.6233,52.3429,137.3464,42.18,Stable,31.04,53.89,44.44,39.04
White Flare,093,Shelmet,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.354,4.69,1,250,18,84,149,7.99,8.2938,2.99,17.5,3.1432,4.649,5.6925,7.99,10.0,13.005,8.1,8.71,9.0,2.5714,2.8,1.6556,0.072,0.336,0.596,53.0338,130.1899,45.8,Stable,48.86,40.0,62.1,33.6
White Flare,094,Accelgor,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.387,9.61,4,135,15,38,59,6.65,8.0524,0.99,18.63,4.1684,4.256,5.0,6.65,9.585,15.0,6.49,7.12,6.99,2.1429,1.2667,0.6556,0.1111,0.2815,0.437,113.6213,169.0699,32.45,Cooling,14.4,42.85,48.23,28.15
White Flare,095,Virizion,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.5660000000000001,13.02,10,146,13,49,89,25.0,25.9092,1.1,59.39,12.1132,12.995,15.22,25.0,34.88,41.665,30.0,28.0,30.0,1.8571,1.6333,0.9889,0.089,0.3356,0.6096,53.5658,130.0701,40.49,Stable,27.11,50.0,53.25,33.56
White Flare,096,Tepig,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.58,18.43,11,227,31,91,141,39.99,36.9094,1.35,79.99,14.2108,18.936,24.795,39.99,46.845,52.19,40.0,40.0,40.0,4.4286,3.0333,1.5667,0.1366,0.4009,0.6211,40.6896,139.548,50.05,Stable,49.11,50.0,61.5,40.09
White Flare,097,Pignite,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.40700000000000003,7.46,5,220,27,75,123,13.68,13.6686,4.9,29.0,4.9517,8.0,9.99,13.68,16.0,19.99,15.0,14.87,14.25,3.8571,2.5,1.3667,0.1227,0.3409,0.5591,58.983,147.2303,49.1,Stable,43.15,55.26,63.77,34.09
White Flare,098,Emboar,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.504,32.17,9,246,31,95,146,25.495,29.1666,0.99,69.56,18.3494,8.985,11.9825,25.495,45.7575,51.125,45.0,42.99,42.99,4.4286,3.1667,1.6222,0.126,0.3862,0.5935,52.077,137.533,46.59,Stable,50.16,54.68,37.09,38.62
White Flare,099,Pansear,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.361,6.45,2,187,19,68,119,13.05,13.5361,1.1,29.99,5.7279,6.99,8.94,13.05,16.94,19.994,12.95,15.095,15.19,2.7143,2.2667,1.3222,0.1016,0.3636,0.6364,48.7828,137.8164,41.61,Stable,40.73,35.25,57.68,36.36
White Flare,100,Simisear,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.299,7.26,3,722,41,142,375,1.89,1.7988,0.72,3.5,0.5368,1.0,1.4325,1.89,1.99,2.536,1.79,1.89,1.89,5.8571,4.7333,4.1667,0.0568,0.1967,0.5194,81.0396,128.4708,52.92,Stable,71.79,44.71,70.16,19.67
White Flare,101,Litwick,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.657,10.59,4,71,15,43,57,34.0,34.1455,1.19,68.0,11.9665,24.56,29.98,34.0,38.995,47.0,35.0,35.0,34.99,2.1429,1.4333,0.6333,0.2113,0.6056,0.8028,19.7688,68.1447,44.96,Stable,16.16,50.03,64.95,60.56
White Flare,102,Lampent,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.613,13.03,3,110,28,63,95,19.0,20.1335,12.0,37.0,4.8196,14.999,17.99,19.0,20.0,27.819,18.99,19.61,19.0,4.0,2.1,1.0556,0.2545,0.5727,0.8636,24.6061,61.6045,51.87,Stable,34.07,49.95,76.06,57.27
White Flare,103,Chandelure,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.763,39.72,8,63,14,38,56,71.0,70.5249,0.99,123.99,22.779,60.354,68.6,71.0,78.995,88.234,69.995,70.0,72.335,2.0,1.2667,0.6222,0.2222,0.6032,0.8889,18.2276,54.3182,43.71,Stable,13.6,46.77,67.7,60.32
White Flare,104,Heatmor,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.364,4.74,2,168,26,64,117,8.99,8.8963,0.99,17.72,2.7083,5.25,7.0,8.99,10.49,12.378,9.05,9.515,8.99,3.7143,2.1333,1.3,0.1548,0.381,0.6964,42.5722,96.3811,48.43,Stable,39.0,50.67,69.56,38.1
White Flare,105,Oshawott,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.691,38.64,21,90,20,44,78,95.0,96.8616,12.0,169.99,29.2198,79.941,90.0,95.0,109.99,133.56,90.995,94.43,95.51,2.8571,1.4667,0.8667,0.2222,0.4889,0.8667,31.469,67.3562,43.97,Stable,22.16,45.27,69.83,48.89
White Flare,106,Dewott,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.634,12.45,9,94,20,50,76,25.0,27.0597,0.99,50.0,9.7604,19.0,22.0925,25.0,32.99,39.997,23.99,25.0,25.0,2.8571,1.6667,0.8444,0.2128,0.5319,0.8085,25.6687,76.9621,44.5,Stable,24.3,45.96,63.93,53.19
White Flare,107,Samurott,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.655,47.77,10,65,15,40,53,55.0,56.5822,12.0,102.33,15.902,43.196,50.0,55.0,60.0,76.0,53.0,53.99,54.99,2.1429,1.3333,0.5889,0.2308,0.6154,0.8154,22.74,77.9786,44.82,Stable,14.06,46.38,71.9,61.54
White Flare,108,Basculin,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.268,4.78,5,125,18,50,80,10.17,10.2713,1.0,20.0,3.5634,5.278,8.0,10.17,12.0,14.45,10.035,10.99,10.99,2.5714,1.6667,0.8889,0.144,0.4,0.64,53.5654,108.6487,41.06,Stable,25.35,41.31,65.31,40.0
White Flare,109,Ducklett,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.45,10.31,9,100,29,60,93,35.495,37.0995,0.99,70.0,10.7822,27.903,31.875,35.495,41.205,48.116,32.5,35.0,35.0,4.1429,2.0,1.0333,0.29,0.6,0.93,16.4509,41.0156,48.79,Stable,32.47,42.86,70.94,60.0
White Flare,110,Swanna,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.428,7.55,4,83,20,50,69,17.0,18.2605,1.49,34.1,5.4221,13.992,15.0,17.0,19.99,24.99,16.745,16.54,16.99,2.8571,1.6667,0.7667,0.241,0.6024,0.8313,22.4619,61.1331,47.5,Stable,22.73,48.56,70.31,60.24
White Flare,111,Vanillite,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.48200000000000004,7.6,5,74,22,55,69,18.99,20.147,12.0,37.0,5.5653,14.0,16.5925,18.99,21.95,29.179,17.435,18.28,18.99,3.1429,1.8333,0.7667,0.2973,0.7432,0.9324,16.8256,37.6322,49.36,Stable,24.92,41.81,72.38,74.32
White Flare,112,Vanillish,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.41700000000000004,6.75,2,102,17,51,80,16.735,17.396,1.99,34.99,5.926,10.991,14.0,16.735,19.9975,25.0,15.44,17.0,16.995,2.4286,1.7,0.8889,0.1667,0.5,0.7843,29.7649,71.2145,43.2,Stable,25.86,40.85,65.93,50.0
White Flare,113,Vanilluxe,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.446,14.16,10,43,9,14,37,49.99,49.7958,12.0,85.02,15.748,31.998,45.0,49.99,55.0,67.576,47.99,48.995,49.99,1.2857,0.4667,0.4111,0.2093,0.3256,0.8605,53.4298,64.0738,34.65,Cooling,2.21,46.0,68.37,32.56
White Flare,114,Blitzle,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.47700000000000004,7.2,2,112,15,48,87,12.0,12.8861,1.0,25.0,4.277,8.0,10.0,12.0,15.0,18.969,11.99,13.46,12.0,2.1429,1.6,0.9667,0.1339,0.4286,0.7768,37.6528,97.6078,44.72,Stable,26.04,49.92,66.81,42.86
White Flare,115,Zebstrika,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.573,19.91,3,66,12,23,46,30.0,31.3482,12.0,60.0,8.8189,23.0,27.2475,30.0,36.6375,39.995,29.5,31.95,30.355,1.7143,0.7667,0.5111,0.1818,0.3485,0.697,49.5489,104.2828,37.2,Cooling,5.68,47.18,71.87,34.85
White Flare,116,Joltik,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.609,19.7,8,95,15,55,91,37.99,38.9939,15.17,70.0,8.9557,30.196,32.995,37.99,41.89,50.0,37.49,35.0,37.49,2.1429,1.8333,1.0111,0.1579,0.5789,0.9579,27.582,35.1897,51.08,Stable,30.33,50.0,77.03,57.89
White Flare,117,Galvantula,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.564,15.58,2,59,6,30,46,21.62,23.658,1.99,41.0,6.7172,18.5,19.975,21.62,26.27,32.6,23.95,22.785,21.255,0.8571,1.0,0.5111,0.1017,0.5085,0.7797,29.5931,80.089,45.81,Stable,8.38,62.68,71.61,50.85
White Flare,118,Stunfisk,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.33,4.31,1,125,19,56,93,7.97,7.8429,1.39,14.0,2.2033,5.0,6.49,7.97,9.0,10.12,7.99,7.99,7.99,2.7143,1.8667,1.0333,0.152,0.448,0.744,37.5001,85.5575,47.69,Stable,31.17,50.0,71.91,44.8
White Flare,119,Woobat,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.397,7.43,2,107,9,47,84,17.5,18.3662,4.25,35.0,5.3725,12.794,15.0,17.5,19.995,25.396,16.93,17.99,17.97,1.2857,1.5667,0.9333,0.0841,0.4393,0.785,37.2316,79.9443,43.64,Stable,24.81,44.21,70.75,43.93
White Flare,120,Swoobat,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.405,6.4,4,122,14,56,91,16.0,16.2341,1.0,30.0,5.1322,10.927,14.975,16.0,18.9975,21.999,15.0,15.795,16.45,2.0,1.8667,1.0111,0.1148,0.459,0.7459,34.062,83.3421,44.4,Stable,30.63,41.19,68.39,45.9
White Flare,121,Sigilyph,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.47700000000000004,7.01,7,153,23,59,111,13.79,14.2232,5.99,27.29,4.0611,10.0,11.99,13.79,15.99,19.948,13.0,13.8,13.8,3.2857,1.9667,1.2333,0.1503,0.3856,0.7255,44.403,91.2441,46.11,Stable,36.17,44.2,71.45,38.56
White Flare,122,Yamask,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.542,5.19,5,151,22,60,108,12.95,13.2915,0.99,25.0,4.6632,7.44,10.075,12.95,15.56,20.0,11.99,12.99,12.99,3.1429,2.0,1.2,0.1457,0.3974,0.7152,38.4773,93.6856,44.43,Stable,36.01,42.3,64.92,39.74
White Flare,123,Cofagrigus,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.59,16.27,3,79,16,42,66,29.99,31.4349,19.99,58.9,8.2055,22.896,25.495,29.99,34.5,44.03,30.295,30.0,29.99,2.2857,1.4,0.7333,0.2025,0.5316,0.8354,27.9504,59.7244,46.12,Stable,18.01,51.02,73.9,53.16
White Flare,124,Gothita,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.294,13.03,7,82,20,44,71,26.495,28.7517,12.0,50.0,6.7847,22.955,24.01,26.495,32.9175,38.904,25.71,25.905,26.0,2.8571,1.4667,0.7889,0.2439,0.5366,0.8659,27.3633,55.1425,46.85,Stable,20.58,48.88,76.4,53.66
White Flare,125,Gothorita,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.37799999999999995,10.82,5,101,15,47,80,20.0,22.2745,12.5,40.0,5.8455,15.0,18.0,20.0,25.43,30.0,23.26,20.99,20.0,2.1429,1.5667,0.8889,0.1485,0.4653,0.7921,31.5603,74.0516,51.16,Stable,24.03,66.3,73.76,46.53
White Flare,126,Frillish,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.44,13.52,4,148,15,43,77,16.0,17.1377,8.0,31.0,4.4787,12.0,14.9,16.0,18.99,22.597,15.71,16.0,16.99,2.1429,1.4333,0.8556,0.1014,0.2905,0.5203,83.5619,132.5085,39.7,Cooling,21.25,42.47,73.87,29.05
White Flare,127,Roggenrola,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.424,5.31,2,149,21,68,121,13.99,13.9279,3.99,25.4,4.4374,8.392,11.0,13.99,15.99,19.99,13.0,13.235,13.99,3.0,2.2667,1.3444,0.1409,0.4564,0.8121,33.9885,74.7006,47.92,Stable,40.94,42.92,68.14,45.64
White Flare,128,Boldore,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.433,5.21,2,169,21,68,118,7.23,7.6162,3.5,15.0,2.3699,5.0,5.99,7.23,8.99,10.896,6.99,6.99,7.185,3.0,2.2667,1.3111,0.1243,0.4024,0.6982,45.8488,88.3328,48.19,Stable,40.6,47.29,68.88,40.24
White Flare,129,Gigalith,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.536,17.08,6,94,14,39,64,19.99,21.444,10.0,34.99,4.9203,16.0,18.99,19.99,24.2975,29.99,19.995,19.99,19.99,2.0,1.3,0.7111,0.1489,0.4149,0.6809,40.6778,91.7029,43.52,Stable,16.0,50.03,77.06,41.49
White Flare,130,Sawk,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.355,7.66,10,110,22,63,91,16.0,16.5687,1.0,32.0,4.8044,11.315,14.0475,16.0,19.77,20.099,14.99,14.99,16.0,3.1429,2.1,1.0111,0.2,0.5727,0.8273,25.1973,67.5739,48.65,Stable,32.95,43.69,71.0,57.27
White Flare,131,Archen,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.524,5.41,2,136,19,55,82,12.0,12.3593,5.0,20.93,3.6012,7.98,9.99,12.0,14.495,17.24,11.99,13.0,12.99,2.7143,1.8333,0.9111,0.1397,0.4044,0.6029,43.6129,122.6302,43.36,Stable,28.02,42.3,70.86,40.44
White Flare,132,Archeops,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.562,6.95,8,108,9,43,81,15.015,16.2311,2.81,30.0,5.3018,9.997,13.99,15.015,17.99,22.89,14.99,15.0,15.25,1.2857,1.4333,0.9,0.0833,0.3981,0.75,37.2924,98.5698,42.58,Stable,22.2,48.3,67.34,39.81
White Flare,133,Mienfoo,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.467,7.22,5,104,20,52,82,16.085,16.7971,6.81,33.0,4.6914,11.0,14.0,16.085,19.2475,21.584,16.03,16.055,16.55,2.8571,1.7333,0.9111,0.1923,0.5,0.7885,29.658,74.0093,46.47,Stable,26.68,46.86,72.07,50.0
White Flare,134,Mienshao,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.563,5.66,4,163,14,60,104,10.95,11.3571,5.19,23.0,3.4349,7.254,9.0,10.95,13.0,15.95,10.495,10.945,10.99,2.0,2.0,1.1556,0.0859,0.3681,0.638,47.8046,112.1267,45.5,Stable,35.12,45.5,69.76,36.81
White Flare,135,Terrakion,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.385,16.21,1,54,12,37,49,29.99,32.2613,15.17,59.0,8.2253,24.762,27.9925,29.99,35.99,41.53,28.28,29.99,29.99,1.7143,1.2333,0.5444,0.2222,0.6852,0.9074,21.6007,36.2871,45.44,Stable,11.82,44.3,74.5,68.52
White Flare,136,Purrloin,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.45399999999999996,9.4,7,84,20,43,69,22.99,23.9738,4.5,42.0,6.3178,18.297,20.0,22.99,27.9925,31.746,20.5,21.99,22.99,2.8571,1.4333,0.7667,0.2381,0.5119,0.8214,29.6279,65.1228,42.52,Stable,19.35,39.17,73.65,51.19
White Flare,137,Liepard,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.475,15.86,10,60,19,37,53,55.0,56.5572,12.0,115.0,19.2373,44.99,48.75,55.0,64.1175,70.999,50.0,55.0,55.15,2.7143,1.2333,0.5889,0.3167,0.6167,0.8833,16.2523,52.7101,41.5,Stable,12.57,40.66,65.99,61.67
White Flare,138,Scraggy,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.504,9.64,7,106,28,66,95,23.0,24.0126,8.71,42.0,6.029,18.495,19.99,23.0,27.3575,30.92,20.545,22.325,23.0,4.0,2.2,1.0556,0.2642,0.6226,0.8962,24.9409,42.5402,49.79,Stable,35.19,39.33,74.89,62.26
White Flare,139,Scrafty,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.48200000000000004,11.83,5,54,14,36,48,30.495,30.8885,5.0,53.0,8.9211,24.99,25.0,30.495,35.0,39.832,31.49,29.995,30.99,2.0,1.2,0.5333,0.2593,0.6667,0.8889,20.4899,45.8214,46.42,Stable,11.25,51.61,71.12,66.67
White Flare,140,Trubbish,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.41100000000000003,5.91,5,83,14,43,68,19.99,19.4048,0.99,39.0,7.4211,14.974,15.995,19.99,20.99,29.462,19.99,19.99,19.99,2.0,1.4333,0.7556,0.1687,0.5181,0.8193,27.645,59.3139,43.44,Stable,19.08,50.0,61.76,51.81
White Flare,141,Garbodor,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.389,15.47,2,49,10,22,40,22.0,24.0937,18.95,39.99,5.3265,19.99,20.0,22.0,26.35,32.59,21.9,22.0,22.0,1.4286,0.7333,0.4444,0.2041,0.449,0.8163,37.7307,47.5607,40.74,Stable,4.4,49.55,77.89,44.9
White Flare,142,Zorua,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.718,21.1,8,142,30,74,128,49.98,50.2416,12.0,100.0,13.5526,39.99,44.99,49.98,54.9975,62.96,47.99,47.995,49.99,4.2857,2.4667,1.4222,0.2113,0.5211,0.9014,25.1492,55.6403,51.98,Stable,43.84,46.0,73.03,52.11
White Flare,143,Zoroark,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.725,41.66,13,88,18,48,74,83.48,86.431,8.25,167.15,25.767,69.99,77.99,83.48,91.05,108.6,76.5,79.99,83.48,2.5714,1.6,0.8222,0.2045,0.5455,0.8409,22.0267,59.4473,44.3,Stable,22.87,41.64,70.19,54.55
White Flare,144,Vullaby,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.272,5.85,1,90,17,43,61,10.99,11.1817,5.38,20.0,3.664,6.0,8.7575,10.99,13.6,16.099,11.53,11.0,11.7,2.4286,1.4333,0.6778,0.1889,0.4778,0.6778,32.6873,101.2161,42.74,Stable,17.25,48.55,67.23,47.78
White Flare,145,Mandibuzz,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.384,5.37,6,147,17,57,104,11.0,11.4676,3.5,24.0,3.5271,6.5,9.7,11.0,13.49,14.994,12.99,12.35,12.35,2.4286,1.9,1.1556,0.1156,0.3878,0.7075,43.525,97.8828,48.43,Stable,34.23,55.18,69.24,38.78
White Flare,146,Deino,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.537,10.77,9,95,14,44,72,19.99,21.1262,1.0,40.0,6.7306,14.994,18.0,19.99,22.49,30.19,19.99,19.99,19.99,2.0,1.4667,0.8,0.1474,0.4632,0.7579,31.5557,83.9754,44.13,Stable,20.79,50.0,68.14,46.32
White Flare,147,Zweilous,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.5379999999999999,5.99,8,135,23,57,94,14.45,14.5374,2.07,27.99,4.4943,9.994,11.99,14.45,16.13,19.996,14.0,14.45,14.95,3.2857,1.9,1.0444,0.1704,0.4222,0.6963,38.7365,109.9186,44.91,Stable,31.86,43.65,69.08,42.22
White Flare,148,Ferroseed,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.34600000000000003,4.7,3,188,19,63,124,7.99,8.2473,3.0,14.74,2.2553,5.105,6.88,7.99,9.99,10.99,7.99,7.99,8.035,2.7143,2.1,1.3778,0.1011,0.3351,0.6596,45.6215,105.3089,47.92,Stable,39.5,49.44,72.65,33.51
White Flare,149,Ferrothorn,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.43799999999999994,10.47,3,41,5,21,34,22.39,24.048,9.5,45.0,7.3157,17.95,19.99,22.39,26.99,34.99,19.0,20.0,20.97,0.7143,0.7,0.3778,0.122,0.5122,0.8293,24.7695,70.9485,37.29,Cooling,3.15,40.61,69.58,51.22
White Flare,150,Durant,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.389,5.37,10,136,19,65,93,13.115,13.3924,1.35,27.5,4.7706,7.165,10.0,13.115,15.3825,19.99,11.48,13.81,13.15,2.7143,2.1667,1.0333,0.1397,0.4779,0.6838,30.701,100.8622,43.92,Stable,34.32,37.3,64.38,47.79
White Flare,151,Druddigon,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.485,14.39,12,122,25,66,104,29.99,30.3148,0.99,59.9,7.86,24.095,26.99,29.99,33.105,37.92,28.0,29.005,29.995,3.5714,2.2,1.1556,0.2049,0.541,0.8525,23.8293,53.7676,49.82,Stable,37.27,43.35,74.07,54.1
White Flare,152,Patrat,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.27699999999999997,8.9,7,64,13,36,48,15.0,15.4048,0.99,30.0,5.4447,10.15,12.895,15.0,17.99,19.997,13.77,14.99,14.995,1.8571,1.2,0.5333,0.2031,0.5625,0.75,25.0294,99.8548,40.11,Stable,11.25,41.83,64.66,56.25
White Flare,153,Watchog,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.22899999999999998,5.04,4,147,20,71,106,10.99,11.2335,5.0,22.99,3.7813,6.5,8.99,10.99,13.0,15.994,10.0,11.35,11.495,2.8571,2.3667,1.1778,0.1361,0.483,0.7211,32.7901,86.935,45.87,Stable,39.48,36.99,66.34,48.3
White Flare,154,Lillipup,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.46299999999999997,14.06,4,116,21,58,93,39.99,39.4966,1.35,70.0,11.6203,29.995,35.0,39.99,45.0,50.84,39.99,40.0,39.99,3.0,1.9333,1.0333,0.181,0.5,0.8017,29.1052,74.5139,48.69,Stable,31.9,50.0,70.58,50.0
White Flare,155,Herdier,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.461,10.37,6,96,11,41,69,19.995,22.1126,1.35,39.99,6.4602,15.995,18.8175,19.995,26.585,30.0,18.99,19.99,19.99,1.5714,1.3667,0.7667,0.1146,0.4271,0.7188,35.8701,107.7871,41.73,Stable,18.44,45.0,70.78,42.71
White Flare,156,Stoutland,Illustration Rare,0.16666666666666666,6035.400000000001,0.0023809523809523807,False,False,True,0.508,14.89,6,61,9,22,42,35.0,36.4569,12.0,59.95,10.2841,28.99,30.0,35.0,41.0,50.0,35.0,34.99,34.995,1.2857,0.7333,0.4667,0.1475,0.3607,0.6885,53.4298,79.204,37.95,Cooling,4.59,50.01,71.79,36.07
White Flare,157,Whimsicott ex,Ultra Rare,0.058823529411764705,1954.32,0.007352941176470588,False,False,True,0.61,1.01,6,884,59,197,416,2.5,2.6567,0.99,5.46,0.9188,1.53,1.99,2.5,3.0,3.99,2.49,2.49,2.49,8.4286,6.5667,4.6222,0.0667,0.2229,0.4706,97.8777,135.5198,56.54,Stable,80.01,50.0,65.42,22.29
White Flare,158,Reshiram ex,Ultra Rare,0.058823529411764705,1954.32,0.007352941176470588,False,False,True,0.71,3.98,15,385,46,127,220,5.0,5.7319,0.73,11.62,1.8424,3.99,4.49,5.0,6.72,8.746,4.99,5.0,4.99,6.5714,4.2333,2.4444,0.1195,0.3299,0.5714,62.282,126.4638,53.74,Stable,61.89,50.0,67.86,32.99
